sequencing_run_name,sample_name,fq_dir,r1_file,r2_file,reaction_group,temperature,replicate,reaction_time,probe,probe_concentration,RT,treated,buffer,construct,done_by,,,,,,
230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,YYYR-009-EKC-fourUnew-A8C-25C-dms-MaP-60,/projects/b1044/Sequencing/SHAPE-Seq/EKC/230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,YYYR-009-EKC-fourUnew-A8C-25C-dms-MaP-60_S9_L001_R1_001.fastq.gz,YYYR-009-EKC-fourUnew-A8C-25C-dms-MaP-60_S9_L001_R2_001.fastq.gz,25_1_A8C,25,1,3600,etoh,0,MRT,0,pH6.5_A,4U_a8c,EKC,,,,,,
230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,RRRY-010-EKC-fourUnew-A8C-25C-dms-MaP-120,/projects/b1044/Sequencing/SHAPE-Seq/EKC/230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,RRRY-010-EKC-fourUnew-A8C-25C-dms-MaP-120_S10_L001_R1_001.fastq.gz,RRRY-010-EKC-fourUnew-A8C-25C-dms-MaP-120_S10_L001_R2_001.fastq.gz,25_1_A8C,25,1,7200,dms,0.015852692,MRT,1,pH6.5_A,4U_a8c,EKC,,,,,,
230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,YYYR-010-EKC-fourUnew-A8C-25C-dms-MaP-120,/projects/b1044/Sequencing/SHAPE-Seq/EKC/230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,YYYR-010-EKC-fourUnew-A8C-25C-dms-MaP-120_S10_L001_R1_001.fastq.gz,YYYR-010-EKC-fourUnew-A8C-25C-dms-MaP-120_S10_L001_R2_001.fastq.gz,25_1_A8C,25,1,7200,etoh,0,MRT,0,pH6.5_A,4U_a8c,EKC,,,,,,
230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,RRRY-011-EKC-fourUnew-A8C-25C-dms-MaP-180,/projects/b1044/Sequencing/SHAPE-Seq/EKC/230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,RRRY-011-EKC-fourUnew-A8C-25C-dms-MaP-180_S11_L001_R1_001.fastq.gz,RRRY-011-EKC-fourUnew-A8C-25C-dms-MaP-180_S11_L001_R2_001.fastq.gz,25_1_A8C,25,1,10800,dms,0.015852692,MRT,1,pH6.5_A,4U_a8c,EKC,,,,,,
230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,YYYR-011-EKC-fourUnew-A8C-25C-dms-MaP-180,/projects/b1044/Sequencing/SHAPE-Seq/EKC/230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,YYYR-011-EKC-fourUnew-A8C-25C-dms-MaP-180_S11_L001_R1_001.fastq.gz,YYYR-011-EKC-fourUnew-A8C-25C-dms-MaP-180_S11_L001_R2_001.fastq.gz,25_1_A8C,25,1,10800,etoh,0,MRT,0,pH6.5_A,4U_a8c,EKC,,,,,,
230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,RRRY-012-EKC-fourUnew-A8C-25C-dms-MaP-240,/projects/b1044/Sequencing/SHAPE-Seq/EKC/230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,RRRY-012-EKC-fourUnew-A8C-25C-dms-MaP-240_S12_L001_R1_001.fastq.gz,RRRY-012-EKC-fourUnew-A8C-25C-dms-MaP-240_S12_L001_R2_001.fastq.gz,25_1_A8C,25,1,14400,dms,0.015852692,MRT,1,pH6.5_A,4U_a8c,EKC,,,,,,
230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,YYYR-012-EKC-fourUnew-A8C-25C-dms-MaP-240,/projects/b1044/Sequencing/SHAPE-Seq/EKC/230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,YYYR-012-EKC-fourUnew-A8C-25C-dms-MaP-240_S12_L001_R1_001.fastq.gz,YYYR-012-EKC-fourUnew-A8C-25C-dms-MaP-240_S12_L001_R2_001.fastq.gz,25_1_A8C,25,1,14400,etoh,0,MRT,0,pH6.5_A,4U_a8c,EKC,,,,,,
230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,RRRY-013-EKC-fourUnew-WT-45C-dms-MaP-3,/projects/b1044/Sequencing/SHAPE-Seq/EKC/230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,RRRY-013-EKC-fourUnew-WT-45C-dms-MaP-3_S13_L001_R1_001.fastq.gz,RRRY-013-EKC-fourUnew-WT-45C-dms-MaP-3_S13_L001_R2_001.fastq.gz,45_2,45,1,180,dms,0.015852692,MRT,1,pH6.5_A,4U_wt,EKC,,,,,,
230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,YYYR-013-EKC-fourUnew-WT-45C-dms-MaP-3,/projects/b1044/Sequencing/SHAPE-Seq/EKC/230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,YYYR-013-EKC-fourUnew-WT-45C-dms-MaP-3_S13_L001_R1_001.fastq.gz,YYYR-013-EKC-fourUnew-WT-45C-dms-MaP-3_S13_L001_R2_001.fastq.gz,45_2,45,1,180,etoh,0,MRT,0,pH6.5_A,4U_wt,EKC,,,,,,
230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,RRRY-014-EKC-fourUnew-WT-45C-dms-MaP-6,/projects/b1044/Sequencing/SHAPE-Seq/EKC/230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,RRRY-014-EKC-fourUnew-WT-45C-dms-MaP-6_S14_L001_R1_001.fastq.gz,RRRY-014-EKC-fourUnew-WT-45C-dms-MaP-6_S14_L001_R2_001.fastq.gz,45_2,45,1,360,dms,0.015852692,MRT,1,pH6.5_A,4U_wt,EKC,,,,,,
230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,YYYR-014-EKC-fourUnew-WT-45C-dms-MaP-6,/projects/b1044/Sequencing/SHAPE-Seq/EKC/230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,YYYR-014-EKC-fourUnew-WT-45C-dms-MaP-6_S14_L001_R1_001.fastq.gz,YYYR-014-EKC-fourUnew-WT-45C-dms-MaP-6_S14_L001_R2_001.fastq.gz,45_2,45,1,360,etoh,0,MRT,0,pH6.5_A,4U_wt,EKC,,,,,,
230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,RRRY-015-EKC-fourUnew-WT-45C-dms-MaP-10,/projects/b1044/Sequencing/SHAPE-Seq/EKC/230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,RRRY-015-EKC-fourUnew-WT-45C-dms-MaP-10_S15_L001_R1_001.fastq.gz,RRRY-015-EKC-fourUnew-WT-45C-dms-MaP-10_S15_L001_R2_001.fastq.gz,45_2,45,1,600,dms,0.015852692,MRT,1,pH6.5_A,4U_wt,EKC,,,,,,
230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,YYYR-015-EKC-fourUnew-WT-45C-dms-MaP-10,/projects/b1044/Sequencing/SHAPE-Seq/EKC/230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,YYYR-015-EKC-fourUnew-WT-45C-dms-MaP-10_S15_L001_R1_001.fastq.gz,YYYR-015-EKC-fourUnew-WT-45C-dms-MaP-10_S15_L001_R2_001.fastq.gz,45_2,45,1,600,etoh,0,MRT,0,pH6.5_A,4U_wt,EKC,,,,,,
230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,RRRY-016-EKC-fourUnew-WT-45C-dms-MaP-25,/projects/b1044/Sequencing/SHAPE-Seq/EKC/230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,RRRY-016-EKC-fourUnew-WT-45C-dms-MaP-25_S16_L001_R1_001.fastq.gz,RRRY-016-EKC-fourUnew-WT-45C-dms-MaP-25_S16_L001_R2_001.fastq.gz,45_2,45,1,1500,dms,0.015852692,MRT,1,pH6.5_A,4U_wt,EKC,,,,,,
230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,YYYR-016-EKC-fourUnew-WT-45C-dms-MaP-25,/projects/b1044/Sequencing/SHAPE-Seq/EKC/230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,YYYR-016-EKC-fourUnew-WT-45C-dms-MaP-25_S16_L001_R1_001.fastq.gz,YYYR-016-EKC-fourUnew-WT-45C-dms-MaP-25_S16_L001_R2_001.fastq.gz,45_2,45,1,1500,etoh,0,MRT,0,pH6.5_A,4U_wt,EKC,,,,,,
230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,RRRY-017-EKC-fourUnew-WT-45C-dms-MaP-30,/projects/b1044/Sequencing/SHAPE-Seq/EKC/230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,RRRY-017-EKC-fourUnew-WT-45C-dms-MaP-30_S17_L001_R1_001.fastq.gz,RRRY-017-EKC-fourUnew-WT-45C-dms-MaP-30_S17_L001_R2_001.fastq.gz,45_2,45,1,1800,dms,0.015852692,MRT,1,pH6.5_A,4U_wt,EKC,,,,,,
230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,YYYR-017-EKC-fourUnew-WT-45C-dms-MaP-30,/projects/b1044/Sequencing/SHAPE-Seq/EKC/230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,YYYR-017-EKC-fourUnew-WT-45C-dms-MaP-30_S17_L001_R1_001.fastq.gz,YYYR-017-EKC-fourUnew-WT-45C-dms-MaP-30_S17_L001_R2_001.fastq.gz,45_2,45,1,1800,etoh,0,MRT,0,pH6.5_A,4U_wt,EKC,,,,,,
230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,RRRY-018-EKC-fourUnew-WT-45C-dms-MaP-45,/projects/b1044/Sequencing/SHAPE-Seq/EKC/230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,RRRY-018-EKC-fourUnew-WT-45C-dms-MaP-45_S18_L001_R1_001.fastq.gz,RRRY-018-EKC-fourUnew-WT-45C-dms-MaP-45_S18_L001_R2_001.fastq.gz,45_2,45,1,2700,dms,0.015852692,MRT,1,pH6.5_A,4U_wt,EKC,,,,,,
230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,YYYR-018-EKC-fourUnew-WT-45C-dms-MaP-45,/projects/b1044/Sequencing/SHAPE-Seq/EKC/230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,YYYR-018-EKC-fourUnew-WT-45C-dms-MaP-45_S18_L001_R1_001.fastq.gz,YYYR-018-EKC-fourUnew-WT-45C-dms-MaP-45_S18_L001_R2_001.fastq.gz,45_2,45,1,2700,etoh,0,MRT,0,pH6.5_A,4U_wt,EKC,,,,,,
230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,RRRY-019-EKC-fourUnew-A8C-45C-dms-MaP-1,/projects/b1044/Sequencing/SHAPE-Seq/EKC/230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,RRRY-019-EKC-fourUnew-A8C-45C-dms-MaP-1_S19_L001_R1_001.fastq.gz,RRRY-019-EKC-fourUnew-A8C-45C-dms-MaP-1_S19_L001_R2_001.fastq.gz,45_1_A8C,45,1,60,dms,0.015852692,MRT,1,pH6.5_A,4U_a8c,EKC,,,,,,
230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,YYYR-019-EKC-fourUnew-A8C-45C-dms-MaP-1,/projects/b1044/Sequencing/SHAPE-Seq/EKC/230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,YYYR-019-EKC-fourUnew-A8C-45C-dms-MaP-1_S19_L001_R1_001.fastq.gz,YYYR-019-EKC-fourUnew-A8C-45C-dms-MaP-1_S19_L001_R2_001.fastq.gz,45_1_A8C,45,1,60,etoh,0,MRT,0,pH6.5_A,4U_a8c,EKC,,,,,,
230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,RRRY-020-EKC-fourUnew-A8C-45C-dms-MaP-3,/projects/b1044/Sequencing/SHAPE-Seq/EKC/230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,RRRY-020-EKC-fourUnew-A8C-45C-dms-MaP-3_S20_L001_R1_001.fastq.gz,RRRY-020-EKC-fourUnew-A8C-45C-dms-MaP-3_S20_L001_R2_001.fastq.gz,45_1_A8C,45,1,180,dms,0.015852692,MRT,1,pH6.5_A,4U_a8c,EKC,,,,,,
230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,YYYR-020-EKC-fourUnew-A8C-45C-dms-MaP-3,/projects/b1044/Sequencing/SHAPE-Seq/EKC/230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,YYYR-020-EKC-fourUnew-A8C-45C-dms-MaP-3_S20_L001_R1_001.fastq.gz,YYYR-020-EKC-fourUnew-A8C-45C-dms-MaP-3_S20_L001_R2_001.fastq.gz,45_1_A8C,45,1,180,etoh,0,MRT,0,pH6.5_A,4U_a8c,EKC,,,,,,
230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,RRRY-021-EKC-fourUnew-A8C-45C-dms-MaP-6,/projects/b1044/Sequencing/SHAPE-Seq/EKC/230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,RRRY-021-EKC-fourUnew-A8C-45C-dms-MaP-6_S21_L001_R1_001.fastq.gz,RRRY-021-EKC-fourUnew-A8C-45C-dms-MaP-6_S21_L001_R2_001.fastq.gz,45_1_A8C,45,1,360,dms,0.015852692,MRT,1,pH6.5_A,4U_a8c,EKC,,,,,,
230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,YYYR-021-EKC-fourUnew-A8C-45C-dms-MaP-6,/projects/b1044/Sequencing/SHAPE-Seq/EKC/230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,YYYR-021-EKC-fourUnew-A8C-45C-dms-MaP-6_S21_L001_R1_001.fastq.gz,YYYR-021-EKC-fourUnew-A8C-45C-dms-MaP-6_S21_L001_R2_001.fastq.gz,45_1_A8C,45,1,360,etoh,0,MRT,0,pH6.5_A,4U_a8c,EKC,,,,,,
230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,RRRY-022-EKC-fourUnew-A8C-45C-dms-MaP-10,/projects/b1044/Sequencing/SHAPE-Seq/EKC/230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,RRRY-022-EKC-fourUnew-A8C-45C-dms-MaP-10_S22_L001_R1_001.fastq.gz,RRRY-022-EKC-fourUnew-A8C-45C-dms-MaP-10_S22_L001_R2_001.fastq.gz,45_1_A8C,45,1,600,dms,0.015852692,MRT,1,pH6.5_A,4U_a8c,EKC,,,,,,
230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,YYYR-022-EKC-fourUnew-A8C-45C-dms-MaP-10,/projects/b1044/Sequencing/SHAPE-Seq/EKC/230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,YYYR-022-EKC-fourUnew-A8C-45C-dms-MaP-10_S22_L001_R1_001.fastq.gz,YYYR-022-EKC-fourUnew-A8C-45C-dms-MaP-10_S22_L001_R2_001.fastq.gz,45_1_A8C,45,1,600,etoh,0,MRT,0,pH6.5_A,4U_a8c,EKC,,,,,,
230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,RRRY-023-EKC-fourUnew-A8C-45C-dms-MaP-16,/projects/b1044/Sequencing/SHAPE-Seq/EKC/230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,RRRY-023-EKC-fourUnew-A8C-45C-dms-MaP-16_S23_L001_R1_001.fastq.gz,RRRY-023-EKC-fourUnew-A8C-45C-dms-MaP-16_S23_L001_R2_001.fastq.gz,45_1_A8C,45,1,960,dms,0.015852692,MRT,1,pH6.5_A,4U_a8c,EKC,,,,,,
230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,YYYR-023-EKC-fourUnew-A8C-45C-dms-MaP-16,/projects/b1044/Sequencing/SHAPE-Seq/EKC/230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,YYYR-023-EKC-fourUnew-A8C-45C-dms-MaP-16_S23_L001_R1_001.fastq.gz,YYYR-023-EKC-fourUnew-A8C-45C-dms-MaP-16_S23_L001_R2_001.fastq.gz,45_1_A8C,45,1,960,etoh,0,MRT,0,pH6.5_A,4U_a8c,EKC,,,,,,
230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,RRRY-024-EKC-fourUnew-A8C-45C-dms-MaP-25,/projects/b1044/Sequencing/SHAPE-Seq/EKC/230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,RRRY-024-EKC-fourUnew-A8C-45C-dms-MaP-25_S24_L001_R1_001.fastq.gz,RRRY-024-EKC-fourUnew-A8C-45C-dms-MaP-25_S24_L001_R2_001.fastq.gz,45_1_A8C,45,1,1500,dms,0.015852692,MRT,1,pH6.5_A,4U_a8c,EKC,,,,,,
230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,YYYR-024-EKC-fourUnew-A8C-45C-dms-MaP-25,/projects/b1044/Sequencing/SHAPE-Seq/EKC/230218_M05164_0138_000000000-KWNDN_RRRY-YYYR_demultiplexed,YYYR-024-EKC-fourUnew-A8C-45C-dms-MaP-25_S24_L001_R1_001.fastq.gz,YYYR-024-EKC-fourUnew-A8C-45C-dms-MaP-25_S24_L001_R2_001.fastq.gz,45_1_A8C,45,1,1500,etoh,0,MRT,0,pH6.5_A,4U_a8c,EKC,,,,,,
230420_M05164_0141_000000000-KV9HJ,001-EKC-fourUnew-WT-70C-dms-MaP-1,/projects/b1044/Sequencing/SHAPE-Seq/EKC/230420_M05164_0141_000000000-KV9HJ,001-EKC-fourUnew-WT-70C-dms-MaP-1_S1_L001_R1_001.fastq.gz,001-EKC-fourUnew-WT-70C-dms-MaP-1_S1_L001_R2_001.fastq.gz,70_1,70,1,12,dms,0.015852692,MRT,2,pH6.5_A,4U_wt,EKC,,,,,,
230420_M05164_0141_000000000-KV9HJ,002-EKC-fourUnew-WT-70C-dms-MaP-2,/projects/b1044/Sequencing/SHAPE-Seq/EKC/230420_M05164_0141_000000000-KV9HJ,002-EKC-fourUnew-WT-70C-dms-MaP-2_S2_L001_R1_001.fastq.gz,002-EKC-fourUnew-WT-70C-dms-MaP-2_S2_L001_R2_001.fastq.gz,70_1,70,1,25,dms,0.015852692,MRT,2,pH6.5_A,4U_wt,EKC,,,,,,
230420_M05164_0141_000000000-KV9HJ,003-EKC-fourUnew-WT-70C-dms-MaP-3,/projects/b1044/Sequencing/SHAPE-Seq/EKC/230420_M05164_0141_000000000-KV9HJ,003-EKC-fourUnew-WT-70C-dms-MaP-3_S3_L001_R1_001.fastq.gz,003-EKC-fourUnew-WT-70C-dms-MaP-3_S3_L001_R2_001.fastq.gz,70_1,70,1,50,dms,0.015852692,MRT,2,pH6.5_A,4U_wt,EKC,,,,,,
230420_M05164_0141_000000000-KV9HJ,004-EKC-fourUnew-WT-70C-dms-MaP-4,/projects/b1044/Sequencing/SHAPE-Seq/EKC/230420_M05164_0141_000000000-KV9HJ,004-EKC-fourUnew-WT-70C-dms-MaP-4_S4_L001_R1_001.fastq.gz,004-EKC-fourUnew-WT-70C-dms-MaP-4_S4_L001_R2_001.fastq.gz,70_1,70,1,90,dms,0.015852692,MRT,2,pH6.5_A,4U_wt,EKC,,,,,,
230420_M05164_0141_000000000-KV9HJ,005-EKC-fourUnew-WT-70C-dms-MaP-5,/projects/b1044/Sequencing/SHAPE-Seq/EKC/230420_M05164_0141_000000000-KV9HJ,005-EKC-fourUnew-WT-70C-dms-MaP-5_S5_L001_R1_001.fastq.gz,005-EKC-fourUnew-WT-70C-dms-MaP-5_S5_L001_R2_001.fastq.gz,70_1,70,1,200,dms,0.015852692,MRT,2,pH6.5_A,4U_wt,EKC,,,,,,
230420_M05164_0141_000000000-KV9HJ,006-EKC-fourUnew-WT-70C-dms-MaP-6,/projects/b1044/Sequencing/SHAPE-Seq/EKC/230420_M05164_0141_000000000-KV9HJ,006-EKC-fourUnew-WT-70C-dms-MaP-6_S6_L001_R1_001.fastq.gz,006-EKC-fourUnew-WT-70C-dms-MaP-6_S6_L001_R2_001.fastq.gz,70_1,70,1,260,dms,0.015852692,MRT,2,pH6.5_A,4U_wt,EKC,,,,,,
230420_M05164_0141_000000000-KV9HJ,007-EKC-fourUnew-WT-75C-dms-MaP-1,/projects/b1044/Sequencing/SHAPE-Seq/EKC/230420_M05164_0141_000000000-KV9HJ,007-EKC-fourUnew-WT-75C-dms-MaP-1_S7_L001_R1_001.fastq.gz,007-EKC-fourUnew-WT-75C-dms-MaP-1_S7_L001_R2_001.fastq.gz,75_1,75,1,10,dms,0.015852692,MRT,2,pH6.5_A,4U_wt,EKC,,,,,,
230420_M05164_0141_000000000-KV9HJ,008-EKC-fourUnew-WT-75C-dms-MaP-2,/projects/b1044/Sequencing/SHAPE-Seq/EKC/230420_M05164_0141_000000000-KV9HJ,008-EKC-fourUnew-WT-75C-dms-MaP-2_S8_L001_R1_001.fastq.gz,008-EKC-fourUnew-WT-75C-dms-MaP-2_S8_L001_R2_001.fastq.gz,75_1,75,1,20,dms,0.015852692,MRT,2,pH6.5_A,4U_wt,EKC,,,,,,
230420_M05164_0141_000000000-KV9HJ,009-EKC-fourUnew-WT-75C-dms-MaP-3,/projects/b1044/Sequencing/SHAPE-Seq/EKC/230420_M05164_0141_000000000-KV9HJ,009-EKC-fourUnew-WT-75C-dms-MaP-3_S9_L001_R1_001.fastq.gz,009-EKC-fourUnew-WT-75C-dms-MaP-3_S9_L001_R2_001.fastq.gz,75_1,75,1,40,dms,0.015852692,MRT,2,pH6.5_A,4U_wt,EKC,,,,,,
230420_M05164_0141_000000000-KV9HJ,010-EKC-fourUnew-WT-75C-dms-MaP-4,/projects/b1044/Sequencing/SHAPE-Seq/EKC/230420_M05164_0141_000000000-KV9HJ,010-EKC-fourUnew-WT-75C-dms-MaP-4_S10_L001_R1_001.fastq.gz,010-EKC-fourUnew-WT-75C-dms-MaP-4_S10_L001_R2_001.fastq.gz,75_1,75,1,75,dms,0.015852692,MRT,2,pH6.5_A,4U_wt,EKC,,,,,,
230420_M05164_0141_000000000-KV9HJ,011-EKC-fourUnew-WT-75C-dms-MaP-5,/projects/b1044/Sequencing/SHAPE-Seq/EKC/230420_M05164_0141_000000000-KV9HJ,011-EKC-fourUnew-WT-75C-dms-MaP-5_S11_L001_R1_001.fastq.gz,011-EKC-fourUnew-WT-75C-dms-MaP-5_S11_L001_R2_001.fastq.gz,75_1,75,1,130,dms,0.015852692,MRT,2,pH6.5_A,4U_wt,EKC,,,,,,
230420_M05164_0141_000000000-KV9HJ,012-EKC-fourUnew-WT-75C-dms-MaP-6,/projects/b1044/Sequencing/SHAPE-Seq/EKC/230420_M05164_0141_000000000-KV9HJ,012-EKC-fourUnew-WT-75C-dms-MaP-6_S12_L001_R1_001.fastq.gz,012-EKC-fourUnew-WT-75C-dms-MaP-6_S12_L001_R2_001.fastq.gz,75_1,75,1,175,dms,0.015852692,MRT,2,pH6.5_A,4U_wt,EKC,,,,,,
230420_M05164_0141_000000000-KV9HJ,013-EKC-fourUnew-WT-80C-dms-MaP-1,/projects/b1044/Sequencing/SHAPE-Seq/EKC/230420_M05164_0141_000000000-KV9HJ,013-EKC-fourUnew-WT-80C-dms-MaP-1_S13_L001_R1_001.fastq.gz,013-EKC-fourUnew-WT-80C-dms-MaP-1_S13_L001_R2_001.fastq.gz,80_1,80,1,5,dms,0.015852692,MRT,2,pH6.5_A,4U_wt,EKC,,,,,,
230420_M05164_0141_000000000-KV9HJ,014-EKC-fourUnew-WT-80C-dms-MaP-2,/projects/b1044/Sequencing/SHAPE-Seq/EKC/230420_M05164_0141_000000000-KV9HJ,014-EKC-fourUnew-WT-80C-dms-MaP-2_S14_L001_R1_001.fastq.gz,014-EKC-fourUnew-WT-80C-dms-MaP-2_S14_L001_R2_001.fastq.gz,80_1,80,1,15,dms,0.015852692,MRT,2,pH6.5_A,4U_wt,EKC,,,,,,
230420_M05164_0141_000000000-KV9HJ,015-EKC-fourUnew-WT-80C-dms-MaP-3,/projects/b1044/Sequencing/SHAPE-Seq/EKC/230420_M05164_0141_000000000-KV9HJ,015-EKC-fourUnew-WT-80C-dms-MaP-3_S15_L001_R1_001.fastq.gz,015-EKC-fourUnew-WT-80C-dms-MaP-3_S15_L001_R2_001.fastq.gz,80_1,80,1,30,dms,0.015852692,MRT,2,pH6.5_A,4U_wt,EKC,,,,,,
230420_M05164_0141_000000000-KV9HJ,016-EKC-fourUnew-WT-80C-dms-MaP-4,/projects/b1044/Sequencing/SHAPE-Seq/EKC/230420_M05164_0141_000000000-KV9HJ,016-EKC-fourUnew-WT-80C-dms-MaP-4_S16_L001_R1_001.fastq.gz,016-EKC-fourUnew-WT-80C-dms-MaP-4_S16_L001_R2_001.fastq.gz,80_1,80,1,45,dms,0.015852692,MRT,2,pH6.5_A,4U_wt,EKC,,,,,,
230420_M05164_0141_000000000-KV9HJ,017-EKC-fourUnew-WT-80C-dms-MaP-5,/projects/b1044/Sequencing/SHAPE-Seq/EKC/230420_M05164_0141_000000000-KV9HJ,017-EKC-fourUnew-WT-80C-dms-MaP-5_S17_L001_R1_001.fastq.gz,017-EKC-fourUnew-WT-80C-dms-MaP-5_S17_L001_R2_001.fastq.gz,80_1,80,1,90,dms,0.015852692,MRT,2,pH6.5_A,4U_wt,EKC,,,,,,
230420_M05164_0141_000000000-KV9HJ,018-EKC-fourUnew-WT-80C-dms-MaP-6,/projects/b1044/Sequencing/SHAPE-Seq/EKC/230420_M05164_0141_000000000-KV9HJ,018-EKC-fourUnew-WT-80C-dms-MaP-6_S18_L001_R1_001.fastq.gz,018-EKC-fourUnew-WT-80C-dms-MaP-6_S18_L001_R2_001.fastq.gz,80_1,80,1,120,dms,0.015852692,MRT,2,pH6.5_A,4U_wt,EKC,,,,,,
230420_M05164_0141_000000000-KV9HJ,019-EKC-fourUnew-WT-85C-dms-MaP-1,/projects/b1044/Sequencing/SHAPE-Seq/EKC/230420_M05164_0141_000000000-KV9HJ,019-EKC-fourUnew-WT-85C-dms-MaP-1_S19_L001_R1_001.fastq.gz,019-EKC-fourUnew-WT-85C-dms-MaP-1_S19_L001_R2_001.fastq.gz,85_1,85,1,5,dms,0.015852692,MRT,2,pH6.5_A,4U_wt,EKC,,,,,,
230420_M05164_0141_000000000-KV9HJ,020-EKC-fourUnew-WT-85C-dms-MaP-2,/projects/b1044/Sequencing/SHAPE-Seq/EKC/230420_M05164_0141_000000000-KV9HJ,020-EKC-fourUnew-WT-85C-dms-MaP-2_S20_L001_R1_001.fastq.gz,020-EKC-fourUnew-WT-85C-dms-MaP-2_S20_L001_R2_001.fastq.gz,85_1,85,1,10,dms,0.015852692,MRT,2,pH6.5_A,4U_wt,EKC,,,,,,
230420_M05164_0141_000000000-KV9HJ,021-EKC-fourUnew-WT-85C-dms-MaP-3,/projects/b1044/Sequencing/SHAPE-Seq/EKC/230420_M05164_0141_000000000-KV9HJ,021-EKC-fourUnew-WT-85C-dms-MaP-3_S21_L001_R1_001.fastq.gz,021-EKC-fourUnew-WT-85C-dms-MaP-3_S21_L001_R2_001.fastq.gz,85_1,85,1,20,dms,0.015852692,MRT,2,pH6.5_A,4U_wt,EKC,,,,,,
